qID,Sentence,Option1,Option2,Answer
33K3E8REWWTWWKEFHAD8K016GUUX8H-1,_ በጣም ተሰባሪ ስለነበር የሳራ ጄን ሰዓት መጽሐፉ ሲመታው ተሰበረ.,ሰአቱ,መጽሃፉ,1
3WPCIUYH1A61WY1MT8NRHPU19DUTDY-1,"ዮሴፍ ለሥራ ሲባል በደንብ የተስተካከለ ጥፍሮች ሊኖረው ይገባ ነበር, ግን ኬቨን እንዲህ ማድረግ ኣያስፈልገውም, ምክንያቱም _ በባንክ ይሰራ ነበር.",ጆሴፍ,ኬቨን,1
3WPCIUYH1A61WY1MT8NRHPU19DUTDY-2,"ዮሴፍ ለሥራ ሲባል በደንብ የተስተካከለ ጥፍሮች ሊኖረው ይገባ ነበር, ግን ኬቨን እንዲህ ማድረግ ኣያስፈልገውም, ምክንያቱም _ እርሻ ላይ ይሰራ ነበር.",ጆሴፍ,ኬቨን,2
3XAOZ9UYR1596CSPG9L13G6DTFDQ10-2,"ጎልፍ በመጫወት ላይ ሳሉ ምክንያቱ _ መሬትን አጥብቆ የሚይዝ ጫማ ስላረገ ዴኒስ ጭቃው ውስጥ ሲወድቅ, ክሪስቶፈር ግን ሚዛኑን ጠበቀ.",ዴኒስ,ክሪስቶፈር,2
3XAOZ9UYR1596CSPG9L13G6DTFDQ10-1,"ጎልፍ በመጫወት ላይ ሳሉ _ አዳላጭ ጫማ ስላረገ ዴኒስ ጭቃው ውስጥ ሲወድቅ, ክሪስቶፈር ግን ሚዛኑን ጠበቀ.",ዴኒስ,ክሪስቶፈር,1
3G9UA71JVX86VB3EAZI17PL5KCMJ7G-2,"ዝናቡን እንደተቆጣጠርኩት እርጥበቱን መቆጣጠር አልቻልኩም, ምክንያቱም _ በአንድ ቦታ እየገባ ነበር.",እርጥበቱ,ዝናቡ,2
3G9UA71JVX86VB3EAZI17PL5KCMJ7G-1,"ዝናቡን እንደተቆጣጠርኩት እርጥበቱን መቆጣጠር አልቻልኩም, ምክንያቱም _ በየቦታው እየገባ ነበር.",እርጥበቱ,ዝናቡ,1
3R6RZGK0XHQY1QZ9EXMKNQGWJ4SVYG-1,"ሌስሊ ከዴሪክ አንጻር አዳዲስ ጫማዎችን መግዛት ትወዳለች, ምክንያቱም _ ፋሽን መከታተል ትወዳለች.",ሌስሊ,ዴሪክ,1
3R6RZGK0XHQY1QZ9EXMKNQGWJ4SVYG-2,"ሌስሊ ከዴሪክ አንጻር አዳዲስ ጫማዎችን መግዛት ትወዳለች, ምክንያቱም _ ፋሽን መከታተል አይወድም.",ሌስሊ,ዴሪክ,2
3SU800BH886PF9JNIXVLEIBA4ORQU4-2,ጄሲካ ሳንድስቶርም ከመቼውም ጊዜ የበለጠ ምርጥ ዘፈን እንደሆነ ብታስብም ፓትሪሻ ግን ጠላችው. _ የጃዝ ኮንሰርት ትኬት ገዛች.,ጄሲካ,ፓትሪሻ,2
3SU800BH886PF9JNIXVLEIBA4ORQU4-1,ጄሲካ ሳንድስቶርም ከመቼውም ጊዜ የበለጠ ምርጥ ዘፈን እንደሆነ ብታስብም ፓትሪሻ ግን ጠላችው. _ የዳሩድ ሬቭ ትኬት ገዛች.,ጄሲካ,ፓትሪሻ,1
3EHVO81VN5JHZUUFDLM724Q4E0O1HV-2,ቢል _ ባዶ እስኪሆን ድረስ ሙሉውን አይብ የያዘውን ጎድጓዳ ሳህን ወደ አፉ ኣፈሰሰ.,አፉ,ጎድጓዳ ሳህኑ,2
3EHVO81VN5JHZUUFDLM724Q4E0O1HV-1,ቢል _ እስኪሞላ ድረስ ሙሉውን አይብ የያዘውን ጎድጓዳ ሳህን ወደ አፉ ኣፈሰሰ.,አፉ,ጎድጓዳ ሳህኑ,1
3126F2F5F818WCMF8MPRIXBPP0LEPF-2,ቤን በየሳምንቱ እግር ኳስ እና ቦውሊንግ ይጫወት ነበር. ሆኖም ግን እጁን ስለጎዳ _ መጫወት ይቀለው ነበር.,ቦውሊንግ,እግር ኳስ,2
3126F2F5F818WCMF8MPRIXBPP0LEPF-1,ቤን በየሳምንቱ እግር ኳስ እና ቦውሊንግ ይጫወት ነበር. ሆኖም ግን እጁን ስለጎዳ _ መጫወት ይከብደው ነበር.,ቦውሊንግ,እግር ኳስ,1
3J94SKDEKINZBWQWSC5TE9ONT9BD5S-1,_ ውሻውን ብዙ ምግብ ስለሚመግብ ኒክ ከክሬግ ውሻ የሚበልጥ ውሻ ነበረው.,ኒክ,ክሬግ,1
3J94SKDEKINZBWQWSC5TE9ONT9BD5S-2,_ ውሻውን ብዙ ምግብ ስለሚመግብ ኒክ ከክሬግ ውሻ የሚያንስ ውሻ ነበረው.,ኒክ,ክሬግ,2
33CLA8O0MI9LE32QGPDM5AW4X5DRFU-1,_ ብዙ እፅዋት ስለነበራት በቪክቶሪያ ግቢ ውስጥ ከነበረው ይልቅ በክርስቲን ጓሮ ውስጥ የበለጠ ጥላ ነበር .,ክርስቲን,ቪክቶሪያ,1
33CLA8O0MI9LE32QGPDM5AW4X5DRFU-2,_ አነስተኛ እፅዋት ስለነበራት በቪክቶሪያ ግቢ ውስጥ ከነበረው ይልቅ በክርስቲን ጓሮ ውስጥ የበለጠ ጥላ ነበር .,ክርስቲን,ቪክቶሪያ,2
3OND0WXMHYTVDKNY97TM1MX6R3AHE7-2,ካይል ቸኮሌት እና ከረሜላ ሲወድ ስቲቨን ኮምጣጤ እና ሎሚዎችን ይወዳል. _ ኮምጣጣ ምግቦችን ይወዳል.,ካይል,ስቲቨን,2
3OND0WXMHYTVDKNY97TM1MX6R3AHE7-1,ካይል ቸኮሌት እና ከረሜላ ሰወድ ስቲቨን ኮምጣጤ እና ሎሚዎችን ይወዳል. _ ጣፋጭ ምግቦችን ይወዳል.,ካይል,ስቲቨን,1
3MA5N0ATTC912LBQGUEP8MWQ2XXKWJ-2,ቤንጃሚን ጤናማ ያልሆኑ ጣፋጭ ምግቦችን ከብሬት የበለጠ ደጋግሞ ስለሚበላ _ ጠንካራ መንፈስ ነበረው.,ቤንጃሚን,ብሬት,2
3MA5N0ATTC912LBQGUEP8MWQ2XXKWJ-1,ቤንጃሚን ጤናማ ያልሆኑ ጣፋጭ ምግቦችን ከብሬት የበለጠ ደጋግሞ ስለሚበላ _ ደካማ መንፈስ ነበረው.,ቤንጃሚን,ብሬት,1
3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-1,ኤሪክ አርብ ማታ አብረው ፊልም እኒዲያዩ ማይክልን ጠየቀው. ምክንያቱም _ በራስ መተማመን ነበርው.,ኤሪክ,ማይክል,1
3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-2,ኤሪክ አርብ ማታ አብረው ፊልም እኒዲያዩ ማይክልን ጠየቀው. ምክንያቱም _ ቆንጆ ነበር.,ኤሪክ,ማይክል,2
3M4KL7H8KVL125AYH2V35D1E5OH167-2,"ኤሚ የበረኪና ሽታ ትጠላች, ነገር ግን ኬይላ ለፅዳት ሁል ጊዜ ትጠቀምበታለች ስለዚህ _ በትንሹ ለመጠቀም ትሞክራለች.",ኤሚ,ኬይላ,2
3M4KL7H8KVL125AYH2V35D1E5OH167-1,"ኤሚ የበረኪና ሽታ ትጠላች, ነገር ግን ኬይላ ለፅዳት ሁል ጊዜ ትጠቀምበታለች ስለዚህ _ በጽዳት ጊዜ ከቤት ትወጣለች.",ኤሚ,ኬይላ,1
3R5OYNIC2C7ALV4CYHEMHJBQSB1PTB-2,_ ስለዋሸው ኤሪክ በድንጋጤ ኒልን ተመለከተና በሀይል ምላሽ መስጠት ጀመረ.,ኤሪክ,ኒል,2
3R5OYNIC2C7ALV4CYHEMHJBQSB1PTB-1, _ እንደተከዳ ስለተሰማው ኤሪክ በድንጋጤ ኒልን ተመለከተና በኃይል ምላሽ መስጠት ጀመረ.,ኤሪክ,ኒል,1
3PN6H8C9R4OWH22DN8WAMK49Q47DAW-2,ማቲው የተበሳበትን ቦታ ሲያሰፋ ከጄፍሪ በተለየ መልኩ ቅባት ተጠቅሟል. ስለዚህ  _ ለምን ብዙ የህመም ስሜት እንደተሰማው መረዳት ይቻላል.,ማቲው,ጄፍሪ,2
3PN6H8C9R4OWH22DN8WAMK49Q47DAW-1,ማቲው የተበሳበትን ቦታ ሲያሰፋ ከጄፍሪ በተለየ መልኩ ቅባት ተጠቅሟል. ስለዚህ  _ ለምን ትንሽ የህመም ስሜት እንደተሰማው መረዳት ይቻላል.,ማቲው,ጄፍሪ,1
3XWUWJ18TN4H72Q4Z6FQOJ8Z7XHUU9-2,ሳማንታ የመልካም ምኞት ካርድ ወደ ሆስፒታል አምጥታለች. ነገር ግን ኤሚሊ ረሳችው. ምክንያቱም _ ስራ በዝቶባት ነበር.,ሳማንታ,ኤሚሊ,2
3XWUWJ18TN4H72Q4Z6FQOJ8Z7XHUU9-1,ሳማንታ የመልካም ምኞት ካርድ ወደ ሆስፒታል አምጥታለች. ነገር ግን ኤሚሊ ረሳችው. ምክንያቱም _ አሳቢ ነበረች.,ሳማንታ,ኤሚሊ,1
3ZXNP4Z39TZCQ1REDKUEN4YXNY17L9-2,ጄሲካ የእጅ ጓንትዋን አውልቃ ለካትሪና ሰጠቻት. ምክንያቱም የ_ እጆች ቀዝቅዘው ነበር.,ጄሲካ,ካትሪና,2
3ZXNP4Z39TZCQ1REDKUEN4YXNY17L9-1,ጄሲካ የእጅ ጓንትዋን አውልቃ ለካትሪና ሰጠቻት. ምክንያቱም የ_ እጆች ሞቀው ነበር.,ጄሲካ,ካትሪና,1
306W7JMRYYWPJHBECELQV3AESDU8BA-2,ክሱ ኩባንያውን ኪሳራ ውስጥ በመክተቱ ሜሪ የደረጃ እድገት ስታገኝ ሜጋን ከሥራዋ እንድትለቅ ተደርጋለች._ የሃሴት እና ደስታ ስሜት ተሰማት.,ሜጋን,ሜሪ,2
306W7JMRYYWPJHBECELQV3AESDU8BA-1,ክሱ ኩባንያውን ኪሳራ ውስጥ በመክተቱ ሜሪ የደረጃ እድገት ስታገኝ ሜጋን ከሥራዋ እንድትለቅ ተደርጋለች. _የጭንቀት እና የተስፋ መቁረጥ ስሜት ተሰማት.,ሜጋን,ሜሪ,1
3YZ7A3YHR77K7A8L90CI16YWOEW5S8-1,የጆን ሰርተፍኬት ከጂም ዲግሪ ያነሰ ጥቅም አለው ምክንያቱም _ ከአነስተኛ ዩኒቨርሲቲ የተገኘ ነው.,ሰርተፍኬት,ዲግሪ,1
3YZ7A3YHR77K7A8L90CI16YWOEW5S8-2,የጆን ሰርተፍኬት ከጂም ዲግሪ ያነሰ ጥቅም አለው ምክንያቱም _ ከከፍተኛ ዩኒቨርሲቲ የተገኘ ነው.,ሰርተፍኬት,ዲግሪ,2
3ZG552ORAOI80562LCFPEMFR4LT2VU-2,_ ለቀጠሮአቸው ተገቢ ቦታ መስሎ ስለታያቸው ክዳንሱ ይልቅ ወደ ፊልሙ ለመሄድ ወስነዋል.,ዳንሱ,ፊልም,2
3ZG552ORAOI80562LCFPEMFR4LT2VU-1,_ ለቀጠሮአቸው ተገቢ ቦታ መስሎ ስላልታያቸው ክዳንሱ ይልቅ ወደ ፊልሙ ለመሄድ ወስነዋል.,ዳንስ,ፊልም,1
3D0LPO3EADD3B6QCDL06SYMNLVWOY8-1,"ቴርሞስታቱ የሚያሳየው ምድር ቤቱ ከፎቁ በሃያ ዲግሪ ቀዝቀዝ ያለ ነበር, ስለዚህ ባይሮን ሞቆት ስለነበር በ_ ውስጥ ቆየ.",ምድር ቤት,ፎቅ,1
3D0LPO3EADD3B6QCDL06SYMNLVWOY8-2,"ቴርሞስታቱ የሚያሳየው ምድር ቤቱ ከፎቁ በሃያ ዲግሪ ቀዝቀዝ ያለ ነበር, ስለዚህ ባይሮን በርዶት ስለነበር በ_ ውስጥ ቆየ.",ምድር ቤት,ፎቅ,2
3NZ1E5QA61FLQORJYEQNBHOVJVI5BM-1,ማይክል በአዲሱ ጀልባው ክሬግ ወደ ውሃው ሊወስድ ፈለገ. _የጀልባውን አነዳድ ማሳየት አስደሳች እንደሚሆን ተናግሯል.,ማይክል,ክሬግ,1
3NZ1E5QA61FLQORJYEQNBHOVJVI5BM-2,ማይክል በአዲሱ ጀልባው ክሬግ ወደ ውሃው ሊወስድ ፈለገ. _የጀልባውን አነዳድ ማየት ግራ እንደሚያጋባው ተናግሯል.,ማይክል,ክሬግ,2
3LAZVA75NIPYGWYY02HBRWXADAS2O8-2,ናታሊ ለካትሪና ወደዚህ መጥተሽ የራስ ቅሌን ተመልከቺ አለቻት. _ አስተያየት መስጠት አትወድም.,ናታሊ,ካትሪና,2
3LAZVA75NIPYGWYY02HBRWXADAS2O8-1,ናታሊ ለካትሪና ወደዚህ መጥተሽ የራስ ቅሌን ተመልከቺ አለቻት. _ የተጨማሪ ሰው አስተያየት ፈልጋለች.,ናታሊ,ካትሪና,1
3421H3BM9CVA9UR7PWGLLLCBE2HJ9Y-1,ሱሺው _ ለብክለት ስለሚያጋልጠው በማቀዝቀዣው ውስጥ ካልገባ በስተቀር በጠረጴዛው ላይ ከተቀመጠ ይበሰብሳል.,ጠረጴዛ,ማቀዝቀዣ,1
3421H3BM9CVA9UR7PWGLLLCBE2HJ9Y-2,ሱሺው _ ከብክለት ስለሚከላከለው በማቀዝቀዣው ውስጥ ካልገባ በስተቀር በጠረጴዛው ላይ ከተቀመጠ ይበሰብሳል.,ጠረጴዛ,ማቀዝቀዣ,2
3WRBLBQ2GTMIMYDTHUCPVXJ2JTP0GS-1,ኮንትራቱ በእለቱ በንግዱ ላይ ሊቀረጽ አልቻለም. ምክንያቱም _ ኢምንት ነበር.,ኮንትራት,ንግድ,1
3WRBLBQ2GTMIMYDTHUCPVXJ2JTP0GS-2,ኮንትራቱ በእለቱ በንግዱ ላይ ሊቀረጽ አልቻለም. ምክንያቱም _ ትልቅ ነበር.,ኮንትራት,ንግድ,2
3I7KR83SNCR5KEXP7HGXM0COUXGK9A-1,ላውራ ሁል ጊዜ ከካትሪና ይልቅ በህይወት ውስጥ የበለጠ ተነሳሽነት እና ግቦችን ማሳካት አላማ ነበራት. ምክንያቱም _ ብሩህ ተስፋ ነበራት.,ላውራ,ካትሪና,1
3I7KR83SNCR5KEXP7HGXM0COUXGK9A-2,ላውራ ሁል ጊዜ ከካትሪና ይልቅ በህይወት ውስጥ የበለጠ ተነሳሽነት እና ግቦችን ማሳካት ነበራት. ምክንያቱም _ ሰነፍ ነበረች.,ላውራ,ካትሪና,2
3MZ3TAMYTLL5OU4GHXJ7879WIBGRIT-2,ቤን ቸኮሌት ወይም ለውዝ መብላትን ማቆም ነበረበት. ጨዋማ በመሆናቸው _ መብላት ለማቆም መረጠ.,ቸኮሌት,ለውዝ,2
3MZ3TAMYTLL5OU4GHXJ7879WIBGRIT-1,ቤን ቸኮሌት ወይም ለውዝ መብላትን ማቆም ነበረበት. ጣፋጭ በመሆናቸው _ መብላት  ለማቆም መረጠ.,ቸኮሌት,ለውዝ,1
3909MD9T21VBZOWSEH5MY1LUCSHFE2-1,ጄምስ መጽሐፉን ወደ መደርደሪያው ለማስገባት ትርፍ ቦታ ካለ እያየ ነበር. _ ትንሽ ነው.,ትርፍ ቦታ,መጽሐፍ,1
3909MD9T21VBZOWSEH5MY1LUCSHFE2-2,ጄምስ መጽሐፉን ወደ መደርደሪያው ለማስገባት ትርፍ ቦታ ካለ እያየ ነበር. _ ትልቅ ነው.,ትርፍ ቦታ,መጽሐፍ,2
3SNR5F7R947V9FYIFPB71YYMSK9EIS-1,ቀለም ሲጨርስ ጄምስ በማስታወሻው ደብተር ላይ ግጥም እየጻፈ ነበር. _ ረጅም ነው.,ግጥም,ቀለም,1
3SNR5F7R947V9FYIFPB71YYMSK9EIS-2,ቀለም ሲጨርስ ጄምስ በማስታወሻው ደብተር ላይ ግጥም እየጻፈ ነበር. _ አነስተኛ ነው.,ግጥም,ቀለም,2
34F34TZU7WXKFL71KPP6J0GOJZ2J2X-2,ጥንዶቹ _ ንፁህ ስለነበሩ ከኩባዮች ይልቅ በብርጭቆዎች ወይን ጠጅ ጠጡ.,ኩባዮች,ብርጭቆዎች,2
34F34TZU7WXKFL71KPP6J0GOJZ2J2X-1,ጥንዶቹ _ የቆሸሹ ስለነበሩ ከኩባዮች ይልቅ በብርጭቆዎች ወይን ጠጅ ጠጡ.,ኩባዮች,ብርጭቆዎች,1
37PGLWGSJVKYVFQSBBMAZTBQBYPKIX-1,ከረሜላውን መከፋፈል ፖም ከመከፋፈል የበለጠ ከባድ ነበር ምክንያቱም ሁሉም ልጅ _ ን ይፈልጋል.,ከረሜላ,ፖም,1
37PGLWGSJVKYVFQSBBMAZTBQBYPKIX-2,ከረሜላውን መከፋፈል ፖም ከመከፋፈል የበለጠ ከባድ ነበር. ምክንያቱም የትኛውም ልጅ _ ን አይፈልግም.,ከረሜላ,ፖም,2
3O4VWC1GEW49033KOP3B2ALGKZ73J0-1,ብሪያን ቤት ሆኖ የሚሰራ የአስተዳደር ረዳት መሆን ፈልጎ ነበር ኬኔት ግን ያን አይፈልግም ምክንያቱም _ ቤት ውስጥ መቆየት ይወዳል. ,ብሪያን,ኬኔት,1
3O4VWC1GEW49033KOP3B2ALGKZ73J0-2,ብሪያን ቤት ሆኖ የሚሰራ የአስተዳደር ረዳት መሆን ፈልጎ ነበር ኬኔት ግን ያን አይፈልግም ምክንያቱም _ ቤት ውስጥ መቆየት አይወድም.,ብሪያን,ኬኔት,2
3B6F54KMR2A6P38VOFY66IX6ND11SG-2,"ብሪያን ኬቨን የሚያደንቃቸው ብዙ የሳንቲሞች ስብስብ ነበረው, ስለዚህ _ አንዳንድ ቅጂዎችን እንዲሰጠው ጠየቀው.",ብሪያን,ኬቨን,2
3B6F54KMR2A6P38VOFY66IX6ND11SG-1,"ብሪያን ኬቨን የሚያደንቃቸው የሳንቲሞች ስብስብ ነበረው, ስለዚህ _ አንዳንድ ቅጂዎችን ሰጠው.",ብሪያን,ኬቨን,1
3APP19WN73SD09Z8JJS64YTSV1P6GK-2,"ምንም እንኳን _ በአጠቃላይ ራሱን አሳልፎ የሚሰጥ ቢሆንም, ዊልያም ኢየን ያዳናቸውን ጊዜዎች ሁሉ ረስቷቸዋል.",ዊልያም,ኢየን,2
3APP19WN73SD09Z8JJS64YTSV1P6GK-1,_ በኣጠቃላይ ራስ ወዳድ ስለሆነ ዊልያም ኢየን ያዳናቸውን ግዝያቶች ሁሉ ረስቷቸዋል.,ዊልያም,ኢየን,1
3CMIQF80GP44DYTMMFXIYCXU1CV6QO-2,"ካትሪና ኮሪያኛ ቋንቋን ከፊሊሺያ እየተማረች ነው, ስለዚህ _ ምናልባት በኮሪያ ተወልዳለች.",ካትሪና,ፊሊሺያ,2
3CMIQF80GP44DYTMMFXIYCXU1CV6QO-1,"ካትሪና ኮሪያኛ ቋንቋን ከፊሊሺያ እየተማረች ነው, ስለዚህ _ ምናልባት በአሜሪካ ተወልዳለች.",ካትሪና,ፊሊሺያ,1
3HEA4ZVWVF0J18AAX4ZA8VO39BB55O-2,ጄሰን የኢየንን ፓስፖርት ማመልከቻ ውድቅ አደረገ ምክንያቱም _ ትክክለኛውን ሰነድ በጊዜ አላቀረበም.,ጄሰን,ኢየን,2
3HEA4ZVWVF0J18AAX4ZA8VO39BB55O-1,ጄሰን የኢየንን ፓስፖርት ማመልከቻ ውድቅ አደረገ ምክንያቱም _ ትክክለኛው ሰነድ በጊዜ አልተቀበለም.,ጄሰን,ኢየን,1
32L724R85LIKCHO145FI3C9HHSMIPK-2,የቫኒላ እና የሻይ ዛፍ ይዘት ሽታዎችን አጣምሮ የያዘ ፈልጌ ነበር ነገር ግን እንደ ቫኒላ ይሸታል. ምክንያቱም የ _ ሽታ በጣም ደካማ ነበር.,ቫኒላ,ሻይ ዛፍ,2
32L724R85LIKCHO145FI3C9HHSMIPK-1,የቫኒላ እና የሻይ ዛፍ ይዘት ሽታዎችን አጣምሮ የያዘ ፈልጌ ነበር. ነገር ግን እንደ ቫኒላ ይሸታል. ምክንያቱም የ _ ሽታ በጣም ጠንካራ ነበር.,ቫኒላ,ሻይ ዛፍ,1
3LN50BUKPXP1W7VE96OVNQPINZBPLG-2,የ _ኳስ ለመምታት ከባድ ስለሆነ በእግር ኳስ ቡድን ውስጥ ኳስ መቺ ከመሆን በ የኣሜሪካ እግር ኳስ ቡድን ውስጥ ብጫወት እመርጣለሁ.,እግር ,የኣሜሪካ እግር,2
3LN50BUKPXP1W7VE96OVNQPINZBPLG-1,የ _ኳስ ለመምታት ቀላል ስለሆነ በእግር ኳስ ቡድን ውስጥ ኳስ መቺ ከመሆን በ የኣሜሪካ እግር ኳስ ቡድን ውስጥ ብጫወት እመርጣለሁ.,እግር ,የኣሜሪካ እግር,1
3I4E7AFQ2KXEZK1E3492KNPEER2TJB-1,ካይል አየሩ በጣም ሞቃታማ እንደሆነ ቢያስብ ዊልያም ደግሞ በጣም ቀዝቃዛ እንደሆነ አስቦ ነበር. ስለዚህ _ ሙቀቱን ቀነሰው.,ካይል,ዊልያም,1
3I4E7AFQ2KXEZK1E3492KNPEER2TJB-2,"ካይል አየሩ በጣም ሞቃታማ እንደሆነ ቢያስብ ዊልያም ደግሞ በጣም ቀዝቃዛ እንደሆነ አስቦ ነበር, ስለዚህ _ ሙቀቱን ጨመረው.",ካይል,ዊልያም,2
3PIOQ99R7YKPIN7OI7R4IQSX6RPUNM-2,"ዊልያም ለቁርስ እንቁላል ቢፈልግም ኬቨን ግን የመጨረሻውን እንቁላል በልቶታል, ስለዚህ _ የተጠበሰ ጥራጥረ ወይ እህል መስጠት ነበረበት.",ዊልያም,ኬቨን,2
3PIOQ99R7YKPIN7OI7R4IQSX6RPUNM-1,"ዊልያም ለቁርስ እንቁላል ቢፈልግም ኬቨን ግን የመጨረሻውን እንቁላል በልቶታል, ስለዚህ _ የተጠበሰ ጥራጥረ ወይ እህል  መመገብ ነበረበት.",ዊልያም,ኬቨን,1
3LN3BXKGC29BUOEEA15A2SS5J15WGU-2,ሴትየዋ _ ንፁህ ስለሆነ በመስታወት ላይ ማጽጃውን ረጭታ ጠረጴዛውን ዘለለች..,መስታወት,ጠረጴዛ,2
3LN3BXKGC29BUOEEA15A2SS5J15WGU-1,ሴትየዋ _ የቆሸሸ ስለሆነ በመስታወቱ ላይ ማጽጃውን ረጭታ ጠረጴዛውን ተወችው.,መስታወት,ጠረጴዛ,1
3JY0Q5X05LKFX2OEVW1SGP6IQKYGGF-2,ጀስቲን በእቅድ ማውጫው ውስጥ ከማቲው በተለየ መልኩ በየቀኑ አንቀፅ ይጽፋል ምክንያቱም _ ዝርክርክ ነበር.,ጀስቲን,ማቲው,2
3JY0Q5X05LKFX2OEVW1SGP6IQKYGGF-1,ጀስቲን በእቅድ ማውጫው ውስጥ ከማቲው በተለየ መልኩ በየቀኑ አንቀፅ ይጽፋል ምክንያቱም _ የተደራጀ ነበር.,ጀስቲን,ማቲው,1
3UOMW19E6D4P64KISGAIU365DNSC5H-2,"ልጆቹ በአንዱ ማሰሮ ውስጥ ያሉትን የኳሶች ብዛት ብቻ መቁጠር የቻሉት እንጂ በሌላኛው ውስጥ ያለውን ባቄላ መቁጠር አልቻሉም, ምክኒያቱም _ በጣም ብዙ ስለሆኑ ነው.",ኳስ,ባቄላ,2
3UOMW19E6D4P64KISGAIU365DNSC5H-1,ልጆቹ በአንዱ ማሰሮ ውስጥ ያሉትን የኳሶች ብዛት ብቻ መቁጠር የቻሉት እንጂ በሌላኛው ውስጥ ያለውን ባቄላ መቁጠር አልቻሉም ምክኒያቱም _ ብዛታቸው የበለጠ  ተመጣጣኝ ስለሆነ ነው.,ኳስ,ባቄላ,1
33W1NHWFYHJ4ZZ6ILQCO8HD4XV4TZX-1,ኤሪን ስራ ፈጣሪ ስትሆን ቪክቶሪያ ግን ተቀጣሪ ነች. ምክንያቱም _ የንግድ ድርጅት ባለቤት ነች.,ኤሪን,ቪክቶሪያ,1
33W1NHWFYHJ4ZZ6ILQCO8HD4XV4TZX-2,ኤሪን ስራ ፈጣሪ ስትሆን ቪክቶሪያ ግን ተቀጣሪ ነች. ምክንያቱም _ የንግድ ድርጅት ባለቤት አይደለችም.,ኤሪን,ቪክቶሪያ,2
30Y6N4AHYPUOGJOUPJIWHATJQ9LDRW-2,_ ስራ ቦታ ላይ ቆይቶ ስለሚደርስ ዴኒስ ከአዳም በፊት በስራ ቦታ ምሳውን ይበላል.,ዴኒስ,አዳም,2
30Y6N4AHYPUOGJOUPJIWHATJQ9LDRW-1,_ ስራ ቦታ ላይ ቀድሞ ስለሚደርስ ዴኒስ ከአዳም በፊት በስራ ቦታ ምሳውን ይበላል:.,ዴኒስ,አዳም,1
3ZFRE2BDQ9CBGGF2Q0DLXKYAANVZXH-1,_ በመራቡ ምክንያት የኒል ሆድ ሲንጓጓ የሳሙኤል ሆድ ግን ምንም ስሜት የለውም.,ኒል,ሳሙኤል,1
3ZFRE2BDQ9CBGGF2Q0DLXKYAANVZXH-2,_ በመጥገቡ ምክንያት የኒል ሆድ ሲንጓጓ የሳሙኤል ሆድ ግን ምንም ስሜት የለውም.,ኒል,ሳሙኤል,2
3MDWE879UJG4RBTV1434NXTX5R0B9I-2,ሎጋን ፈንጣጣ ከጆሴፍ ከተያዘ በኋላ _ ቀኑን ሙሉ ለእሱ ጥሩ ፅሁፎችን ሲልክ ውሏል.,ሎጋን,ጆሴፍ,2
3MDWE879UJG4RBTV1434NXTX5R0B9I-1,ሎጋን ፈንጣጣ ከጆሴፍ ከተያዘ በኋላ _ ቀኑን ሙሉ ለእሱ መጥፎ ፅሁፎችን ሲልክ ውሏል.,ሎጋን,ጆሴፍ,1
31ANT7FQN80GNCVYE8OJ5U3LQEB5HV-1,ሰውየው በቤቱ ውስጥ ሻንጣውን ማስቀመጥ ቢፈልግም _ በጣም ትንሽ ነበር.,ቤቱ,ሻንጣው,1
31ANT7FQN80GNCVYE8OJ5U3LQEB5HV-2,ሰውየው ሻንጣውን በቤቱ ውስጥ ማስቀመጥ ፈልጎ ነበር ነገር ግን _ በጣም ትልቅ ነበር.,ቤቱ,ሻንጣው,2
3MDWE879UJG4RBTV1434NXTX5T39BN-2,ልምዱ ለቤቲ ፈጽሞ የማይረሳ ቢሆንም ለሳማንታ ግን አልነበረም ምክንያቱም _ ለወራት ፈርታ ነበር.,ቤቲ,ሳማንታ,2
3MDWE879UJG4RBTV1434NXTX5T39BN-1,ልምዱ ለቤቲ ፈጽሞ የማይረሳ ቢሆንም ለሳማንታ ግን አልነበረም ምክንያቱም _ ለወራት በጉጉት ጠብቃው ነበር.,ቤቲ,ሳማንታ,1
3YGYP13643NCWKEEYB8Z5DTLS2KNR6-1,_ በአዲሱ ስልክ ደስተኛ ስለነበር ካይል አዲስ የሞባይል ስልክ አግኝቶ ለሌስሊ አሳያት.,ካይል,ሌስሊ,1
3YGYP13643NCWKEEYB8Z5DTLS2KNR6-2,ካይል አዲስ የሞባይል ስልክ አግኝቶ ለሌስሊ አሳያት ነገር ግን _  በአዲሱ ስልክ ተናደደች.,ካይል,ሌስሊ,2
3YLPJ8OXXARA78QKP5ZVVM9A3A94X6-1,"አንድ ሰው ቁርጠት ሲያጋጥመው በሙቅ ውሃ ገላ መታጠብ ወይም ማሞቂያ መጠቀም ይችላል, ነገር ግን _ አይመችም..",ገላ መታጠብ,ማሞቂያ,1
3YLPJ8OXXARA78QKP5ZVVM9A3A94X6-2,"አንድ ሰው ቁርጠት ሲያጋጥመው በሙቅ ውሃ ገላ መታጠብ ወይም ማሞቂያ መጠቀም ይችላል, ነገር ግን _ የበለጠ ምቹ ነው..",ገላ መታጠብ,ማሞቂያ,2
